IP address,Protocol,Packet Size,Flow Duration,Packets per Second,Min Flow Time,Mean Flow Time,Max Flow Time,Communication_Frequency,device,Status
137.74.6.209,TLSv1.2,112,174.426369,1,17.506948,34.8852738,57.322376,0.034398469,Non IoT-device,Not Available
137.74.6.209,TLSv1.2,522,118.454262,1,39.941885,59.227131,78.512377,0.025326231,Non IoT-device,Not Available
137.74.6.209,TLSv1.2,97,135.752917,1,35.240724,67.8764585,100.512193,0.022098973,Non IoT-device,Not Available
142.251.42.226,QUIC,1292,150.964364,1,1.80E-05,8.880256706,74.920861,0.119233437,Non IoT-device,Not Available
142.251.42.226,QUIC,1008,0.231505,9,0.231505,0.231505,0.231505,8.639122265,Non IoT-device,Not Available
142.251.42.226,QUIC,163,113.558276,1,0.23219,56.779138,113.326086,0.026418154,Non IoT-device,Not Available
142.251.42.226,QUIC,66,156.610538,1,0.252128,13.05087817,59.956137,0.083008463,Non IoT-device,Not Available
142.251.42.226,QUIC,65,152.756508,1,0.306118,21.82235829,97.825826,0.052370927,Non IoT-device,Not Available
142.251.42.226,QUIC,69,156.342164,1,0.011728,10.42281093,56.877058,0.102339635,Non IoT-device,Not Available
142.251.42.226,QUIC,63,150.397133,1,0.064149,75.1985665,150.332984,0.019947189,Non IoT-device,Not Available
142.251.42.226,QUIC,67,149.605904,1,0.015084,29.9211808,80.756681,0.040105369,Non IoT-device,Not Available
142.251.42.226,QUIC,64,146.884508,1,0.080557,12.24037567,56.867259,0.088504909,Non IoT-device,Not Available
142.251.42.226,QUIC,283,102.535397,1,102.535397,102.535397,102.535397,0.019505459,Non IoT-device,Not Available
142.251.42.226,QUIC,162,118.906002,1,1.256864,59.453001,117.649138,0.025230013,Non IoT-device,Not Available
142.251.42.226,QUIC,71,118.317959,1,34.506304,59.1589795,83.811655,0.025355407,Non IoT-device,Not Available
142.251.42.226,QUIC,439,17.397843,1,17.397843,17.397843,17.397843,0.114956779,Non IoT-device,Not Available
142.251.42.226,QUIC,279,117.383396,1,17.488198,58.691698,99.895198,0.025557277,Non IoT-device,Not Available
142.251.42.226,QUIC,168,44.001648,1,44.001648,44.001648,44.001648,0.045452843,Non IoT-device,Not Available
142.251.42.226,QUIC,842,37.345988,1,37.345988,37.345988,37.345988,0.053553276,Non IoT-device,Not Available
142.251.42.226,TCP,74,131.221831,1,131.221831,131.221831,131.221831,0.015241366,Non IoT-device,Not Available
142.251.42.226,TCP,66,131.227742,1,64.165398,65.613871,67.062344,0.02286102,Non IoT-device,Not Available
142.251.42.226,TCP,1466,131.225498,1,1.30E-05,43.74183267,131.225472,0.030481881,Non IoT-device,Not Available
142.251.42.226,TLSv1.3,1466,131.226496,1,131.226496,131.226496,131.226496,0.015240825,Non IoT-device,Not Available
142.251.42.227,QUIC,1292,91.644083,1,91.644083,91.644083,91.644083,0.021823558,Non IoT-device,Not Available
142.251.42.227,QUIC,66,91.644439,1,91.644439,91.644439,91.644439,0.021823474,Non IoT-device,Not Available
142.251.42.227,QUIC,64,91.64441,1,91.64441,91.64441,91.64441,0.021823481,Non IoT-device,Not Available
142.251.42.227,QUIC,402,91.669817,1,91.669817,91.669817,91.669817,0.021817432,Non IoT-device,Not Available
142.251.42.227,QUIC,162,91.627827,1,0.062295,30.542609,91.484982,0.04365486,Non IoT-device,Not Available
142.251.42.227,QUIC,67,91.565979,1,91.565979,91.565979,91.565979,0.021842173,Non IoT-device,Not Available
142.251.42.227,QUIC,69,91.313761,1,91.313761,91.313761,91.313761,0.021902504,Non IoT-device,Not Available
142.251.42.234,QUIC,1292,1.628501,8,1.80E-05,0.148045545,1.619185,7.368739718,Non IoT-device,Not Available
142.251.42.234,QUIC,71,2.871049,1,2.871049,2.871049,2.871049,0.696609497,Non IoT-device,Not Available
142.251.42.234,QUIC,66,99.254845,1,1.90E-05,16.54247417,58.683241,0.070525524,Non IoT-device,Not Available
142.251.42.234,QUIC,69,97.800349,1,0.000553,19.5600698,60.03733,0.061349474,Non IoT-device,Not Available
142.251.42.234,QUIC,65,60.047867,1,1.30E-05,8.578266714,60.037533,0.133227047,Non IoT-device,Not Available
142.251.42.234,QUIC,222,60.036683,1,60.036683,60.036683,60.036683,0.033312966,Non IoT-device,Not Available
142.251.42.234,QUIC,1288,97.779476,1,0.045669,24.444869,60.281827,0.051135476,Non IoT-device,Not Available
142.251.42.234,QUIC,64,0.12565,16,0.12565,0.12565,0.12565,15.9172304,Non IoT-device,Not Available
142.251.42.234,QUIC,67,97.63209,1,0.000228,16.272015,60.361357,0.071697738,Non IoT-device,Not Available
142.251.42.238,QUIC,1292,200.448531,1,1.40E-05,2.991769119,108.279437,0.339239204,Non IoT-device,Not Available
142.251.42.238,QUIC,850,200.448621,1,200.448621,200.448621,200.448621,0.009977619,Non IoT-device,Not Available
142.251.42.238,QUIC,71,200.513911,1,0.266941,66.83797033,152.078624,0.019948741,Non IoT-device,Not Available
142.251.42.238,QUIC,1288,108.421861,1,108.421861,108.421861,108.421861,0.018446464,Non IoT-device,Not Available
142.251.42.238,QUIC,66,202.674064,1,0.057805,25.334258,151.949048,0.044406274,Non IoT-device,Not Available
142.251.42.238,QUIC,163,44.032506,1,44.032506,44.032506,44.032506,0.04542099,Non IoT-device,Not Available
142.251.42.238,QUIC,69,94.295234,1,1.30E-05,11.78690425,43.982987,0.095444909,Non IoT-device,Not Available
142.251.42.238,QUIC,67,91.952516,1,0.046349,22.988129,48.173348,0.054375891,Non IoT-device,Not Available
142.251.42.238,QUIC,70,6.747053,1,0.189599,3.3735265,6.557454,0.44463857,Non IoT-device,Not Available
142.251.42.238,QUIC,64,0.161541,13,0.161541,0.161541,0.161541,12.38075783,Non IoT-device,Not Available
142.251.42.238,QUIC,68,2.60E-05,76924,2.60E-05,2.60E-05,2.60E-05,76923.07687,Non IoT-device,Not Available
142.251.42.238,QUIC,63,91.448944,1,0.262824,22.862236,43.01778,0.054675317,Non IoT-device,Not Available
142.251.42.238,QUIC,207,0.426862,5,0.426862,0.426862,0.426862,4.685354986,Non IoT-device,Not Available
142.251.42.238,QUIC,162,48.4174,1,48.4174,48.4174,48.4174,0.041307464,Non IoT-device,Not Available
142.251.42.238,QUIC,282,48.431376,1,48.431376,48.431376,48.431376,0.041295544,Non IoT-device,Not Available
142.251.42.238,QUIC,108,50.40936,1,4.765411,16.80312,39.915399,0.079350343,Non IoT-device,Not Available
142.251.42.238,TCP,74,44.040162,1,44.040162,44.040162,44.040162,0.045413094,Non IoT-device,Not Available
142.251.42.238,TCP,66,137.687248,1,29.51149,45.89574933,64.136597,0.029051347,Non IoT-device,Not Available
142.251.42.238,TCP,1466,44.04452,1,1.70E-05,7.340753333,44.042894,0.158930101,Non IoT-device,Not Available
142.251.42.238,TLSv1.3,1466,44.043991,1,44.043991,44.043991,44.043991,0.045409146,Non IoT-device,Not Available
142.251.42.67,QUIC,1292,241.928994,1,2.00E-05,16.1285996,76.186246,0.066135107,Non IoT-device,Not Available
142.251.42.67,QUIC,984,241.557462,1,241.557462,241.557462,241.557462,0.008279603,Non IoT-device,Not Available
142.251.42.67,QUIC,69,242.25254,1,1.20E-05,8.972316296,95.399691,0.115581863,Non IoT-device,Not Available
142.251.42.67,QUIC,283,241.561532,1,43.018126,60.390383,76.210187,0.02069866,Non IoT-device,Not Available
142.251.42.67,QUIC,79,242.24979,1,1.60E-05,13.45832167,93.312177,0.078431441,Non IoT-device,Not Available
142.251.42.67,QUIC,63,242.251232,1,1.10E-05,6.921463771,73.072325,0.148606055,Non IoT-device,Not Available
142.251.42.67,QUIC,65,145.997549,1,0.000559,14.5997549,73.47766,0.075343731,Non IoT-device,Not Available
142.251.42.67,QUIC,108,240.91453,1,0.175645,18.53188692,93.940146,0.058111896,Non IoT-device,Not Available
142.251.42.67,QUIC,66,199.597567,1,0.000206,10.50513511,73.921969,0.100201622,Non IoT-device,Not Available
142.251.42.67,QUIC,71,143.561921,1,28.866602,47.85397367,76.211128,0.027862542,Non IoT-device,Not Available
142.251.42.67,QUIC,67,195.421079,1,0.018449,48.85526975,100.869272,0.025585776,Non IoT-device,Not Available
142.251.42.67,QUIC,162,67.35106,1,67.35106,67.35106,67.35106,0.029695153,Non IoT-device,Not Available
142.251.42.67,QUIC,64,2.700189,2,0.000232,0.900063,2.698795,1.481377785,Non IoT-device,Not Available
142.251.42.67,QUIC,72,5.50E-05,72728,1.30E-05,1.83E-05,2.60E-05,72727.27272,Non IoT-device,Not Available
142.251.42.67,QUIC,80,0.00192,1563,0.00059,0.00096,0.00133,1562.5,Non IoT-device,Not Available
142.251.42.67,TCP,74,241.523207,1,241.523207,241.523207,241.523207,0.008280778,Non IoT-device,Not Available
142.251.42.67,TCP,66,241.672475,1,0.169458,60.41811875,159.232684,0.020689158,Non IoT-device,Not Available
142.251.42.67,TCP,1466,241.479657,1,1.40E-05,80.493219,241.479125,0.016564542,Non IoT-device,Not Available
142.251.42.67,TLSv1.3,1466,241.478893,1,241.478893,241.478893,241.478893,0.008282297,Non IoT-device,Not Available
142.251.42.67,TLSv1.3,349,241.479644,1,241.479644,241.479644,241.479644,0.008282272,Non IoT-device,Not Available
142.251.42.67,TLSv1.3,1024,241.502272,1,241.502272,241.502272,241.502272,0.008281496,Non IoT-device,Not Available
142.251.43.10,QUIC,1292,151.231031,1,8.00E-06,2.071657959,97.680981,0.489317566,Non IoT-device,Not Available
142.251.43.10,QUIC,842,106.712487,1,106.712487,106.712487,106.712487,0.018741949,Non IoT-device,Not Available
142.251.43.10,QUIC,168,0.466001,7,0.17757,0.2330005,0.288431,6.437754425,Non IoT-device,Not Available
142.251.43.10,QUIC,71,154.544823,1,0.178846,25.7574705,102.691987,0.045294303,Non IoT-device,Not Available
142.251.43.10,QUIC,67,151.245509,1,1.40E-05,15.1245509,100.80259,0.072729432,Non IoT-device,Not Available
142.251.43.10,QUIC,66,154.524576,1,0.024975,5.943252923,75.377994,0.174729488,Non IoT-device,Not Available
142.251.43.10,QUIC,83,1.765571,2,1.765571,1.765571,1.765571,1.132778008,Non IoT-device,Not Available
142.251.43.10,QUIC,163,1.751773,2,1.751773,1.751773,1.751773,1.141700437,Non IoT-device,Not Available
142.251.43.10,QUIC,69,149.538687,1,0.032759,8.796393353,118.519187,0.120370189,Non IoT-device,Not Available
142.251.43.10,QUIC,1288,8.859316,1,8.859316,8.859316,8.859316,0.225751062,Non IoT-device,Not Available
142.251.43.10,QUIC,65,18.21703,1,1.60E-05,2.024114444,17.366618,0.548936901,Non IoT-device,Not Available
142.251.43.10,QUIC,210,0.481145,5,0.481145,0.481145,0.481145,4.156751083,Non IoT-device,Not Available
142.251.43.10,QUIC,181,0.137136,15,0.137136,0.137136,0.137136,14.58406254,Non IoT-device,Not Available
142.251.43.10,QUIC,64,150.61446,1,0.169751,30.122892,100.838091,0.039836812,Non IoT-device,Not Available
142.251.43.10,QUIC,398,150.381961,1,150.381961,150.381961,150.381961,0.013299467,Non IoT-device,Not Available
142.251.43.10,QUIC,187,0.090876,23,0.090876,0.090876,0.090876,22.00801092,Non IoT-device,Not Available
142.251.43.10,QUIC,584,147.775125,1,147.775125,147.775125,147.775125,0.013534078,Non IoT-device,Not Available
142.251.43.10,QUIC,250,29.309704,1,29.309704,29.309704,29.309704,0.068236786,Non IoT-device,Not Available
142.251.43.10,QUIC,162,47.835306,1,1.628366,15.945102,42.884038,0.083620245,Non IoT-device,Not Available
142.251.43.10,TCP,74,230.188443,1,2.59499,115.0942215,227.593453,0.0130328,Non IoT-device,Not Available
142.251.43.10,TCP,66,230.288544,1,4.10E-05,25.587616,162.627664,0.043423784,Non IoT-device,Not Available
142.251.43.10,TCP,1466,0.001252,1598,0.001252,0.001252,0.001252,1597.444089,Non IoT-device,Not Available
142.251.43.10,TLSv1.3,1064,2.579058,1,2.579058,2.579058,2.579058,0.775476938,Non IoT-device,Not Available
142.251.43.14,QUIC,1292,67.502197,2,9.00E-06,0.76707042,67.202122,1.318475605,Non IoT-device,Not Available
142.251.43.14,QUIC,163,67.258911,1,67.258911,67.258911,67.258911,0.029735837,Non IoT-device,Not Available
142.251.43.14,QUIC,67,67.476055,1,0.000308,16.86901375,67.441009,0.07410036,Non IoT-device,Not Available
142.251.43.14,QUIC,69,0.201185,30,2.60E-05,0.040237,0.200417,29.82329697,Non IoT-device,Not Available
142.251.43.14,QUIC,1288,0.195251,21,0.004762,0.065083667,0.182668,20.48645077,Non IoT-device,Not Available
142.251.43.2,QUIC,1292,253.88894,1,8.00E-06,1.648629481,101.435366,0.610503159,Non IoT-device,Not Available
142.251.43.2,QUIC,163,253.841694,1,0.228646,84.613898,248.183092,0.015757853,Non IoT-device,Not Available
142.251.43.2,QUIC,69,253.853449,1,1.10E-05,6.680353921,95.539381,0.153631948,Non IoT-device,Not Available
142.251.43.2,QUIC,66,254.42114,1,0.009178,6.523618974,97.16207,0.15721964,Non IoT-device,Not Available
142.251.43.2,QUIC,63,150.782623,1,0.017098,25.13043717,144.832829,0.046424448,Non IoT-device,Not Available
142.251.43.2,QUIC,1014,5.43054,1,0.56809,2.71527,4.86245,0.55243125,Non IoT-device,Not Available
142.251.43.2,QUIC,207,253.24356,1,253.24356,253.24356,253.24356,0.007897535,Non IoT-device,Not Available
142.251.43.2,QUIC,68,157.844994,1,0.000462,9.284999647,76.139133,0.114035926,Non IoT-device,Not Available
142.251.43.2,QUIC,71,157.457432,1,1.00E-05,7.8728716,53.267903,0.133369379,Non IoT-device,Not Available
142.251.43.2,QUIC,73,130.391622,1,50.321206,65.195811,80.070416,0.023007613,Non IoT-device,Not Available
142.251.43.2,QUIC,70,155.760948,1,9.00E-06,7.7880474,99.938023,0.134821984,Non IoT-device,Not Available
142.251.43.2,QUIC,1288,147.036816,1,0.685316,13.36698327,55.501273,0.081612213,Non IoT-device,Not Available
142.251.43.2,QUIC,243,145.165357,1,145.165357,145.165357,145.165357,0.013777392,Non IoT-device,Not Available
142.251.43.2,QUIC,64,102.462921,1,5.30E-05,25.61573025,92.505917,0.04879814,Non IoT-device,Not Available
142.251.43.2,QUIC,89,45.669746,1,18.386067,22.834873,27.283679,0.065689001,Non IoT-device,Not Available
142.251.43.2,QUIC,67,248.772094,1,1.00E-05,9.568157462,97.177869,0.108533074,Non IoT-device,Not Available
142.251.43.2,QUIC,217,6.356133,1,6.356133,6.356133,6.356133,0.314656726,Non IoT-device,Not Available
142.251.43.2,QUIC,611,102.890909,1,102.890909,102.890909,102.890909,0.019438063,Non IoT-device,Not Available
142.251.43.2,QUIC,1056,143.345508,1,40.14786,71.672754,103.197648,0.020928455,Non IoT-device,Not Available
142.251.43.2,QUIC,65,242.167938,1,3.20E-05,20.1806615,121.929476,0.053681755,Non IoT-device,Not Available
142.251.43.2,QUIC,246,242.508849,1,3.30E-05,10.10453538,97.177593,0.103089022,Non IoT-device,Not Available
142.251.43.2,QUIC,242,96.060626,1,2.216082,48.030313,93.844544,0.031230277,Non IoT-device,Not Available
142.251.43.2,QUIC,252,119.603166,1,0.038296,39.867722,75.999778,0.033443931,Non IoT-device,Not Available
142.251.43.2,QUIC,220,0.101308,20,0.101308,0.101308,0.101308,19.74177755,Non IoT-device,Not Available
142.251.43.2,QUIC,275,240.142515,1,42.362611,80.047505,100.429439,0.016656776,Non IoT-device,Not Available
142.251.43.2,QUIC,245,18.422993,1,18.422993,18.422993,18.422993,0.108559993,Non IoT-device,Not Available
142.251.43.2,QUIC,965,17.426598,1,17.426598,17.426598,17.426598,0.114767093,Non IoT-device,Not Available
142.251.43.2,QUIC,228,114.258373,1,114.258373,114.258373,114.258373,0.017504188,Non IoT-device,Not Available
142.251.43.2,QUIC,162,100.0561,1,0.000225,20.01122,55.924868,0.059966359,Non IoT-device,Not Available
142.251.43.2,QUIC,74,199.289374,1,199.289374,199.289374,199.289374,0.010035658,Non IoT-device,Not Available
142.251.43.2,QUIC,710,198.574994,1,75.925351,99.287497,122.649643,0.015107642,Non IoT-device,Not Available
142.251.43.2,QUIC,307,0.174228,12,0.174228,0.174228,0.174228,11.47921115,Non IoT-device,Not Available
142.251.43.2,QUIC,112,101.353481,1,101.353481,101.353481,101.353481,0.019732919,Non IoT-device,Not Available
142.251.43.2,QUIC,233,101.257813,1,101.257813,101.257813,101.257813,0.019751562,Non IoT-device,Not Available
142.251.43.2,QUIC,277,102.115963,1,102.115963,102.115963,102.115963,0.019585576,Non IoT-device,Not Available
142.251.43.2,QUIC,843,1.269281,2,1.269281,1.269281,1.269281,1.575695216,Non IoT-device,Not Available
142.251.43.2,QUIC,159,27.155137,1,27.155137,27.155137,27.155137,0.07365089,Non IoT-device,Not Available
142.251.43.2,QUIC,141,25.28275,1,25.28275,25.28275,25.28275,0.079105319,Non IoT-device,Not Available
142.251.43.2,QUIC,145,25.464003,1,25.464003,25.464003,25.464003,0.078542246,Non IoT-device,Not Available
142.251.43.2,QUIC,254,0.036509,55,0.036509,0.036509,0.036509,54.7810129,Non IoT-device,Not Available
142.251.43.2,QUIC,247,0.103794,20,0.103794,0.103794,0.103794,19.26893655,Non IoT-device,Not Available
142.251.43.2,QUIC,276,96.785284,1,0.076742,48.392642,96.708542,0.030996448,Non IoT-device,Not Available
